THREAD,256,512,1024
1,35.6072,138.6471,564.6728
2,18.7762,71.4249,288.2159
4,10.1417,36.9357,148.4966
8,9.0176,33.1783,143.9484
16,28.9256,53.8206,169.5711
32,49.3987,74.5856,194.8493
